angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.18,,,,[344  81  76  76],,,,0.03,,,,0.04,,,,0.5,,,,0.04,,,,0.15,,,,0.06,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.11,,,,[345  83  74  74],,,,0.01,,,,0.03,,,,0.65,,,,0.03,,,,0.12,,,,0.04,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.09,,,,[343  80  78  78],,,,0.01,,,,0.03,,,,0.69,,,,0.03,,,,0.11,,,,0.05,,,
0.08,,,,[344  81  77  77],,,,0.01,,,,0.02,,,,0.72,,,,0.02,,,,0.07,,,,0.07,,,
0.08,,,,[344  81  77  77],,,,0.01,,,,0.02,,,,0.73,,,,0.02,,,,0.07,,,,0.07,,,
0.06,,,,[343  81  77  77],,,,0.0,,,,0.02,,,,0.77,,,,0.02,,,,0.07,,,,0.05,,,
0.06,,,,[343  81  77  77],,,,0.0,,,,0.02,,,,0.77,,,,0.02,,,,0.07,,,,0.05,,,
0.06,,,,[343  81  77  77],,,,0.0,,,,0.02,,,,0.77,,,,0.02,,,,0.07,,,,0.05,,,
0.06,,,,[343  81  77  77],,,,0.0,,,,0.02,,,,0.77,,,,0.02,,,,0.07,,,,0.05,,,
0.06,,,,[343  81  77  77],,,,0.0,,,,0.02,,,,0.77,,,,0.02,,,,0.07,,,,0.05,,,
0.06,,,,[343  81  77  77],,,,0.0,,,,0.02,,,,0.77,,,,0.02,,,,0.07,,,,0.05,,,
